latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.625,73.125,583.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation_probability (%),precipitation (mm),rain (mm),showers (mm),surface_pressure (hPa),visibility (m),cloud_cover_high (%),cloud_cover_mid (%),cloud_cover_low (%)
2025-05-25T08:00,45.4,12,9.4,45.6,3,0.00,0.00,0.00,933.4,24140.00,0,0,0
2025-05-25T09:00,46.3,11,8.8,45.8,2,0.00,0.00,0.00,932.8,24140.00,0,0,0
2025-05-25T10:00,46.6,10,7.6,45.1,1,0.00,0.00,0.00,932.1,24140.00,0,0,0
2025-05-25T11:00,46.5,9,6.0,43.8,0,0.00,0.00,0.00,931.5,24140.00,0,0,0
2025-05-25T12:00,45.9,9,5.5,42.3,0,0.00,0.00,0.00,931.0,24140.00,0,0,0
2025-05-25T13:00,44.6,9,4.6,41.2,0,0.00,0.00,0.00,930.9,24140.00,0,0,0
2025-05-25T14:00,42.9,9,3.3,39.7,1,0.00,0.00,0.00,931.0,24140.00,0,0,0
2025-05-25T15:00,41.4,10,3.7,38.9,2,0.00,0.00,0.00,931.1,24140.00,0,0,0
2025-05-25T16:00,40.4,11,4.3,38.4,3,0.00,0.00,0.00,931.2,24140.00,0,0,0
2025-05-25T17:00,39.6,11,3.7,37.4,4,0.00,0.00,0.00,931.3,24140.00,0,0,0
2025-05-25T18:00,38.8,12,4.3,36.4,6,0.00,0.00,0.00,931.4,24140.00,0,0,0
2025-05-25T19:00,37.9,13,4.7,35.5,8,0.00,0.00,0.00,931.3,24140.00,0,0,0
2025-05-25T20:00,37.0,13,4.1,34.4,10,0.00,0.00,0.00,931.1,24140.00,0,0,0
2025-05-25T21:00,36.3,14,4.5,33.6,12,0.00,0.00,0.00,931.2,24140.00,0,0,0
2025-05-25T22:00,35.6,15,5.0,32.9,14,0.00,0.00,0.00,931.4,24140.00,0,0,0
2025-05-25T23:00,35.1,17,6.4,32.7,15,0.00,0.00,0.00,931.8,24140.00,0,0,0
2025-05-26T00:00,35.2,18,7.3,33.1,16,0.00,0.00,0.00,932.3,24140.00,0,0,0
2025-05-26T01:00,36.1,18,8.0,34.2,15,0.00,0.00,0.00,932.9,24140.00,0,0,0
2025-05-26T02:00,37.5,17,8.4,35.7,14,0.00,0.00,0.00,933.8,24140.00,0,0,0
2025-05-26T03:00,39.0,16,8.6,37.2,12,0.00,0.00,0.00,934.2,24140.00,0,0,0
2025-05-26T04:00,40.3,15,8.7,38.8,10,0.00,0.00,0.00,934.3,24140.00,0,0,0
2025-05-26T05:00,41.8,13,7.8,41.2,8,0.00,0.00,0.00,934.1,24140.00,0,0,0
2025-05-26T06:00,43.1,12,7.6,43.5,6,0.00,0.00,0.00,933.8,24140.00,0,0,0
2025-05-26T07:00,44.4,11,7.3,44.9,4,0.00,0.00,0.00,933.3,24140.00,0,0,0
2025-05-26T08:00,45.5,11,8.2,45.9,3,0.00,0.00,0.00,932.5,24140.00,0,0,0
2025-05-26T09:00,46.4,11,8.8,46.5,2,0.00,0.00,0.00,931.7,24140.00,0,0,0
2025-05-26T10:00,46.8,10,7.8,46.4,1,0.00,0.00,0.00,931.0,24140.00,0,1,0
2025-05-26T11:00,46.9,9,6.3,44.5,0,0.00,0.00,0.00,930.1,24140.00,0,2,0
2025-05-26T12:00,46.5,9,6.0,42.6,0,0.00,0.00,0.00,929.6,24140.00,0,3,0
2025-05-26T13:00,45.2,9,5.0,41.4,0,0.00,0.00,0.00,929.4,24140.00,0,2,0
2025-05-26T14:00,43.4,9,3.7,40.1,1,0.00,0.00,0.00,929.4,24140.00,0,1,0
2025-05-26T15:00,41.8,10,4.0,39.1,2,0.00,0.00,0.00,929.5,24140.00,0,0,0
2025-05-26T16:00,40.8,11,4.6,38.5,3,0.00,0.00,0.00,929.8,24140.00,0,0,0
2025-05-26T17:00,40.0,11,4.0,37.5,5,0.00,0.00,0.00,930.1,24140.00,0,0,0
2025-05-26T18:00,39.3,12,4.7,36.5,6,0.00,0.00,0.00,930.3,24140.00,0,0,0
2025-05-26T19:00,38.4,13,5.1,35.5,7,0.00,0.00,0.00,930.4,24140.00,0,7,0
2025-05-26T20:00,37.5,13,4.4,34.2,9,0.00,0.00,0.00,930.3,24140.00,0,13,0
2025-05-26T21:00,36.7,14,4.9,33.4,10,0.00,0.00,0.00,930.3,24140.00,0,20,0
2025-05-26T22:00,35.8,15,5.2,32.6,11,0.00,0.00,0.00,930.4,24140.00,0,14,0
2025-05-26T23:00,35.1,16,5.5,32.0,12,0.00,0.00,0.00,930.8,24140.00,0,8,0
2025-05-27T00:00,35.0,17,6.3,32.1,13,0.00,0.00,0.00,931.1,24140.00,0,2,0
2025-05-27T01:00,36.0,18,8.0,33.3,13,0.00,0.00,0.00,931.8,24140.00,0,1,0
2025-05-27T02:00,37.7,18,9.4,34.8,13,0.00,0.00,0.00,932.7,24140.00,0,1,0
2025-05-27T03:00,39.4,18,10.7,36.5,12,0.00,0.00,0.00,933.2,24140.00,0,0,0
2025-05-27T04:00,40.8,17,11.0,38.3,11,0.00,0.00,0.00,933.3,24140.00,0,0,0
2025-05-27T05:00,42.2,16,11.2,41.2,11,0.00,0.00,0.00,933.1,24140.00,0,0,0
2025-05-27T06:00,43.5,15,11.2,43.6,10,0.00,0.00,0.00,932.5,24140.00,0,0,0
2025-05-27T07:00,44.5,14,11.0,45.1,9,0.00,0.00,0.00,931.7,24140.00,0,5,0
2025-05-27T08:00,45.4,13,10.6,45.7,7,0.00,0.00,0.00,930.6,24140.00,0,10,0
2025-05-27T09:00,46.1,12,9.9,46.0,6,0.00,0.00,0.00,929.6,24140.00,0,15,0
2025-05-27T10:00,46.8,11,9.1,46.0,5,0.00,0.00,0.00,928.6,24140.00,0,18,0
2025-05-27T11:00,47.2,9,6.5,44.0,3,0.00,0.00,0.00,927.7,24140.00,0,20,0
2025-05-27T12:00,46.9,9,6.3,42.5,3,0.00,0.00,0.00,927.1,24140.00,0,23,0
2025-05-27T13:00,45.1,10,6.5,42.2,4,0.00,0.00,0.00,927.4,24140.00,0,15,0
2025-05-27T14:00,42.6,12,7.2,40.9,6,0.00,0.00,0.00,928.1,24140.00,0,8,0
2025-05-27T15:00,40.2,14,7.6,37.1,8,0.00,0.00,0.00,928.9,24140.00,0,0,0
2025-05-27T16:00,38.2,18,9.8,35.2,10,0.00,0.00,0.00,929.9,24140.00,0,1,0
2025-05-27T17:00,36.4,22,11.3,34.0,13,0.00,0.00,0.00,930.8,24140.00,0,1,0
2025-05-27T18:00,35.1,26,12.7,33.2,16,0.00,0.00,0.00,931.6,24140.00,0,2,0
2025-05-27T19:00,34.3,28,13.2,32.6,19,0.00,0.00,0.00,931.9,24140.00,0,1,0
2025-05-27T20:00,34.0,28,12.9,32.2,21,0.00,0.00,0.00,931.9,24140.00,0,1,0
2025-05-27T21:00,33.7,29,13.2,32.1,23,0.00,0.00,0.00,931.9,24140.00,0,0,0
2025-05-27T22:00,33.2,30,13.3,31.9,25,0.00,0.00,0.00,931.9,24140.00,2,0,0
2025-05-27T23:00,32.9,30,13.0,31.9,26,0.00,0.00,0.00,931.9,24140.00,3,0,0
2025-05-28T00:00,32.9,30,13.0,32.1,26,0.00,0.00,0.00,932.0,24140.00,5,0,0
2025-05-28T01:00,33.4,30,13.5,32.6,25,0.00,0.00,0.00,932.5,24140.00,4,0,0
2025-05-28T02:00,34.3,30,14.3,33.4,23,0.00,0.00,0.00,933.1,24140.00,3,0,0
2025-05-28T03:00,35.5,29,14.7,34.4,21,0.00,0.00,0.00,933.5,24140.00,2,0,0
2025-05-28T04:00,36.9,27,14.8,35.8,19,0.00,0.00,0.00,933.5,24140.00,1,0,0
2025-05-28T05:00,38.5,25,15.0,38.3,16,0.00,0.00,0.00,933.1,24140.00,1,0,0
2025-05-28T06:00,39.9,23,14.9,40.4,13,0.00,0.00,0.00,932.6,24140.00,0,0,0
2025-05-28T07:00,41.0,21,14.4,41.8,10,0.00,0.00,0.00,931.9,24140.00,0,0,0
2025-05-28T08:00,41.9,20,14.3,43.0,7,0.00,0.00,0.00,931.0,24140.00,0,0,0
2025-05-28T09:00,42.6,19,14.1,43.7,5,0.00,0.00,0.00,930.1,24140.00,0,0,0
2025-05-28T10:00,43.1,18,13.7,43.8,3,0.00,0.00,0.00,929.1,24140.00,0,0,0
2025-05-28T11:00,43.5,17,13.1,43.3,1,0.00,0.00,0.00,928.1,24140.00,0,0,0
2025-05-28T12:00,43.4,17,13.0,42.6,0,0.00,0.00,0.00,927.4,24140.00,0,0,0
2025-05-28T13:00,42.6,18,13.3,42.5,1,0.00,0.00,0.00,927.3,24140.00,0,0,0
2025-05-28T14:00,41.4,19,13.2,42.0,4,0.00,0.00,0.00,927.6,24140.00,0,0,0
2025-05-28T15:00,40.3,20,13.0,41.0,7,0.00,0.00,0.00,927.8,24140.00,0,0,0
2025-05-28T16:00,39.3,21,13.0,39.6,10,0.00,0.00,0.00,928.1,24140.00,0,0,0
2025-05-28T17:00,38.4,23,13.7,38.4,13,0.00,0.00,0.00,928.3,24140.00,0,0,0
2025-05-28T18:00,37.6,24,13.6,37.2,16,0.00,0.00,0.00,928.5,24140.00,0,0,0
2025-05-28T19:00,36.8,25,13.6,36.4,18,0.00,0.00,0.00,928.5,24140.00,0,0,0
2025-05-28T20:00,36.1,26,13.6,35.7,18,0.00,0.00,0.00,928.3,24140.00,0,0,0
2025-05-28T21:00,35.5,27,13.6,35.3,19,0.00,0.00,0.00,928.2,24140.00,0,0,0
2025-05-28T22:00,35.0,28,13.8,35.4,19,0.00,0.00,0.00,928.4,24140.00,0,0,0
2025-05-28T23:00,34.6,29,14.0,35.6,19,0.00,0.00,0.00,928.6,24140.00,0,0,0
